event_title;venue_title;address;zip_code;city;state;phone_number;date;time;lowest_price;highest_price;source_url
Lil Tjay;WaMu Theater;800 Occidental Avenue South;98134;Seattle;WA;;2023-12-09;20:00;83;1164;https://seatgeek.com/lil-tjay-tickets/seattle-washington-wamu-theater-2023-12-09-8-pm/concert/6092678
Harbour;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-12-09;20:00;45;524;https://seatgeek.com/harbour-tickets/seattle-washington-el-corazon-2023-12-09-8-pm/concert/6187143
Read Southall Band;Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;;2023-12-09;20:30;110;132;https://seatgeek.com/read-southall-band-tickets/seattle-washington-tractor-tavern-2023-12-09-8-30-pm/concert/6184931
CloZee;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-09;21:00;94;486;https://seatgeek.com/clozee-tickets/seattle-washington-showbox-sodo-2023-12-09-9-pm/concert/6031674
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-09;21:00;17;158;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-09-9-pm/concert/6168707
Tower of Power;Tulalip Resort Casino;10200 Quil Ceda Blvd;98271;Tulalip;WA;;2023-12-10;20:00;83;401;https://seatgeek.com/tower-of-power-tickets/tulalip-washington-tulalip-resort-casino-2023-12-10-8-pm/concert/6205562
CloZee;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-10;20:00;63;467;https://seatgeek.com/clozee-tickets/seattle-washington-showbox-sodo-2023-12-10-8-pm/concert/6060976
Nessa Barrett;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-15;20:00;70;1164;https://seatgeek.com/nessa-barrett-tickets/seattle-washington-showbox-sodo-2023-11-15-8-pm/concert/6144522
Joy Oladokun;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-15;20:00;53;557;https://seatgeek.com/joy-oladokun-tickets/seattle-washington-the-showbox-2023-11-15-8-pm/concert/6117580
Jimmy Brown with ROVV;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-15;20:00;84;393;https://seatgeek.com/jimmy-brown-tickets/seattle-washington-the-crocodile-2-2023-11-15-8-pm/concert/6239458
Siddhartha;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-15;20:00;68;479;https://seatgeek.com/siddhartha-tickets/seattle-washington-neptune-theatre-wa-2023-11-15-8-pm/concert/5971235
Jake Shimabukuro;Federal Way Performing Arts Event Center Theater;31510 Pete von Reichbauer Way South;98003;Federal Way;WA;;2023-11-15;20:00;81;149;https://seatgeek.com/jake-shimabukuro-tickets/federal-way-washington-federal-way-performing-arts-event-center-theater-2-2023-11-15-8-pm/concert/6178339
Angel Du$t;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-16;18:00;60;549;https://seatgeek.com/angel-du-t-tickets/seattle-washington-neumos-2023-11-16-6-pm/concert/6093680
EMEI;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-16;19:00;23;178;https://seatgeek.com/emei-tickets/seattle-washington-barboza-2023-11-16-7-pm/concert/6096838
John Jorgenson;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2023-11-16;19:00;88;157;https://seatgeek.com/john-jorgenson-tickets/kirkland-washington-kirkland-performance-center-2023-11-16-7-pm/concert/6255299
The New Pornographers;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-16;20:00;62;598;https://seatgeek.com/the-new-pornographers-tickets/seattle-washington-the-showbox-2023-11-16-8-pm/concert/5993513
John Craigie;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-16;20:00;56;544;https://seatgeek.com/john-craigie-tickets/seattle-washington-neptune-theatre-wa-2023-11-16-8-pm/concert/6138426
EMEI;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-17;19:00;33;74;https://seatgeek.com/emei-tickets/seattle-washington-barboza-2023-11-17-7-pm/concert/6096841
SYML;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-17;20:00;50;524;https://seatgeek.com/syml-tickets/seattle-washington-neptune-theatre-wa-2023-11-17-8-pm/concert/6165085
Be Your Own Pet;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-17;20:00;49;467;https://seatgeek.com/be-your-own-pet-tickets/seattle-washington-neumos-2023-11-17-8-pm/concert/6114237
Haley Reinhart;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2023-11-17;20:00;118;190;https://seatgeek.com/haley-reinhart-tickets/kirkland-washington-kirkland-performance-center-2023-11-17-8-pm/concert/6226037
TroyBoi (18+);Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-17;20:00;75;524;https://seatgeek.com/troyboi-tickets/seattle-washington-showbox-sodo-2023-11-17-8-pm/concert/6184091
Night Ranger (21+);Emerald Queen Casino;2102 Alexander Ave;98404;Tacoma;WA;;2023-11-17;20:30;60;406;https://seatgeek.com/night-ranger-tickets/tacoma-washington-emerald-queen-casino-2023-11-17-8-30-pm/concert/6165274
Aaron Crawford;McMenamins Elks Temple;565 Broadway;98402;Tacoma;WA;;2023-11-18;19:00;50;70;https://seatgeek.com/aaron-crawford-tickets/tacoma-washington-mcmenamins-elks-temple-2023-11-18-7-pm/concert/6164269
Blue October (21+);Temple Theatre;47 St. Helens Ave;98402;Tacoma;WA;;2023-11-18;19:00;65;154;https://seatgeek.com/blue-october-tickets/tacoma-washington-temple-theatre-2023-11-18-7-pm/concert/6226437
Lauren Daigle;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-18;19:30;45;1258;https://seatgeek.com/lauren-daigle-tickets/seattle-washington-climate-pledge-arena-3-2023-11-18-7-30-pm/concert/5978426
Free Throw;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-18;19:30;44;524;https://seatgeek.com/free-throw-tickets/seattle-washington-neptune-theatre-wa-2023-11-18-7-30-pm/concert/6138424
Sheila E;Suquamish Clearwater Casino Resort Event Lawn;15347 Suquamish Way NE;98392;Suquamish;WA;;2023-11-18;20:00;79;228;https://seatgeek.com/sheila-e-tickets/suquamish-washington-suquamish-clearwater-casino-resort-event-lawn-2023-11-18-8-pm/concert/6048969
Ravenscoon;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-18;20:00;63;524;https://seatgeek.com/ravenscoon-tickets/seattle-washington-neumos-2023-11-18-8-pm/concert/6114238
ARMNHMR;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-18;20:00;67;1097;https://seatgeek.com/armnhmr-tickets/seattle-washington-showbox-sodo-2023-11-18-8-pm/concert/6172347
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-18;21:00;17;158;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-11-18-9-pm/concert/6168708
Koo Koo Kanga Roo;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2023-11-19;11:00;64;150;https://seatgeek.com/koo-koo-kanga-roo-tickets/kirkland-washington-kirkland-performance-center-2023-11-19-11-am/concert/6255297
Smash Benefit: A Tribute To Sub Pop;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-19;19:00;59;497;https://seatgeek.com/a-smash-benefit-tickets/seattle-washington-moore-theatre-2023-11-19-7-pm/concert/6128925
Deap Vally;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-19;19:00;40;468;https://seatgeek.com/deap-vally-tickets/seattle-washington-neptune-theatre-wa-2023-11-19-7-pm/concert/6189218
The Maine;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-19;19:30;71;557;https://seatgeek.com/the-maine-tickets/seattle-washington-the-showbox-2023-11-19-7-30-pm/concert/6112575
Dale Hollow (21+);Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-19;20:00;33;128;https://seatgeek.com/dale-hollow-tickets/seattle-washington-barboza-2023-11-19-8-pm/concert/6252618
Mudhoney;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-19;20:00;60;162;https://seatgeek.com/mudhoney-tickets/seattle-washington-the-crocodile-2-2023-11-19-8-pm/concert/6007288
Nathaniel Rateliff with Kevin Morby;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-11-20;20:00;74;1315;https://seatgeek.com/nathaniel-rateliff-tickets/seattle-washington-paramount-theatre-wa-2023-11-20-8-pm/concert/6111513
En Vogue;Muckleshoot Events Center;2402 Auburn Way South;98002;Auburn;WA;;2023-11-20;20:00;87;209;https://seatgeek.com/en-vogue-tickets/auburn-washington-muckleshoot-events-center-2-2023-11-20-8-pm/concert/6087693
Suffocation;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-21;18:15;71;524;https://seatgeek.com/suffocation-tickets/seattle-washington-el-corazon-2023-11-21-6-15-pm/concert/6160108
Sunn O))) with Earth;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-22;20:00;73;557;https://seatgeek.com/sunn-o-tickets/seattle-washington-moore-theatre-2023-11-22-8-pm/concert/6177616
Christian Death (21+);El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-22;20:00;63;123;https://seatgeek.com/christian-death-tickets/seattle-washington-el-corazon-2023-11-22-8-pm/concert/6230895
No Party For Cao Dong (21+);The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-23;19:00;189;339;https://seatgeek.com/no-party-for-cao-dong-tickets/seattle-washington-the-crocodile-2-2023-11-23-7-pm/concert/6174933
Subtronics - 2 Day Pass;Tacoma Dome;2727 East D Street;98421;Tacoma;WA;;2023-11-24;03:30;196;24783;https://seatgeek.com/subtronics-tickets/tacoma-washington-tacoma-dome-2023-11-24-3-30-am/concert/6146056
Petty Thief - Tribute to Tom Petty;McMenamins Elks Temple;565 Broadway;98402;Tacoma;WA;;2023-11-24;19:00;51;68;https://seatgeek.com/petty-thief-tribute-to-tom-petty-tickets/tacoma-washington-mcmenamins-elks-temple-2023-11-24-7-pm/concert/6133403
Meshuggah with In Flames and Whitechapel;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-11-24;19:00;75;1113;https://seatgeek.com/meshuggah-tickets/seattle-washington-paramount-theatre-wa-2023-11-24-7-pm/concert/6087333
Subtronics;Tacoma Dome;2727 East D Street;98421;Tacoma;WA;;2023-11-24;19:00;102;348;https://seatgeek.com/subtronics-tickets/tacoma-washington-tacoma-dome-2023-11-24-7-pm/concert/6146058
The Japanese House;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-24;20:00;67;479;https://seatgeek.com/the-japanese-house-tickets/seattle-washington-neptune-theatre-wa-2023-11-24-8-pm/concert/6040075
Geddy Lee;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-24;20:00;146;1330;https://seatgeek.com/geddy-lee-tickets/seattle-washington-moore-theatre-2023-11-24-8-pm/concert/6209491
Trans-Siberian Orchestra;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-25;15:00;104;1141;https://seatgeek.com/trans-siberian-orchestra-tickets/seattle-washington-climate-pledge-arena-3-2023-11-25-3-pm/concert/6157170
Mannheim Steamroller Christmas - Seattle;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-11-25;17:00;67;1164;https://seatgeek.com/mannheim-steamroller-tickets/seattle-washington-paramount-theatre-wa-2023-11-25-5-pm/concert/6107197
Subtronics with Of The Trees (18+);Tacoma Dome;2727 East D Street;98421;Tacoma;WA;;2023-11-25;19:00;69;350;https://seatgeek.com/subtronics-tickets/tacoma-washington-tacoma-dome-2023-11-25-7-pm/concert/6146057
Jeremy Zucker;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-25;19:30;63;496;https://seatgeek.com/jeremy-zucker-tickets/seattle-washington-showbox-sodo-2023-11-25-7-30-pm/concert/6142391
Trans-Siberian Orchestra;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-25;19:30;86;1119;https://seatgeek.com/trans-siberian-orchestra-tickets/seattle-washington-climate-pledge-arena-3-2023-11-25-7-30-pm/concert/6157174
Pepe Aguilar;ShoWare Center;625 West James Street;98032;Kent;WA;;2023-11-25;20:00;56;505;https://seatgeek.com/pepe-aguilar-tickets/kent-washington-showare-center-2023-11-25-8-pm/concert/5961134
The Struts;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-25;20:00;60;543;https://seatgeek.com/the-struts-tickets/seattle-washington-moore-theatre-2023-11-25-8-pm/concert/6088197
Mannheim Steamroller Christmas - Seattle;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-11-25;20:00;64;1164;https://seatgeek.com/mannheim-steamroller-tickets/seattle-washington-paramount-theatre-wa-2023-11-25-8-pm/concert/6107199
An Exclusive Evening with Jose Gonzalez;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-08;20:00;75;600;https://seatgeek.com/jose-gonzalez-tickets/seattle-washington-moore-theatre-2023-11-08-8-pm/concert/6064844
Barns Courtney;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-08;21:00;50;153;https://seatgeek.com/barns-courtney-tickets/seattle-washington-the-showbox-2023-11-08-9-pm/concert/6106498
Genesis Owusu;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-09;19:00;54;153;https://seatgeek.com/genesis-owusu-tickets/seattle-washington-neumos-2023-11-09-7-pm/concert/6114230
Suicide Silence and Chelsea Grin;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-09;19:00;60;159;https://seatgeek.com/suicide-silence-tickets/seattle-washington-el-corazon-2023-11-09-7-pm/concert/6145208
Speedy Ortiz;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-09;19:00;43;116;https://seatgeek.com/speedy-ortiz-tickets/seattle-washington-barboza-2023-11-09-7-pm/concert/6096833
Steve Hackett;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-09;19:30;89;1295;https://seatgeek.com/steve-hackett-tickets/seattle-washington-moore-theatre-2023-11-09-7-30-pm/concert/5981150
Brad Mehldau;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-09;19:30;66;340;https://seatgeek.com/brad-mehldau-tickets/seattle-washington-neptune-theatre-wa-2023-11-09-7-30-pm/concert/6062358
Ms. Lauryn Hill and Fugees;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-09;19:30;61;1667;https://seatgeek.com/ms-lauryn-hill-tickets/seattle-washington-climate-pledge-arena-3-2023-11-09-7-30-pm/concert/6144530
Azizi Gibson;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-09;20:00;55;174;https://seatgeek.com/azizi-gibson-tickets/seattle-washington-chop-suey-2023-11-09-8-pm/concert/6248587
Long Beach Dub Allstars;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-10;18:00;67;145;https://seatgeek.com/long-beach-dub-allstars-tickets/seattle-washington-the-crocodile-2-2023-11-10-6-pm/concert/6255671
Billy Wayne Davis;Here - After;2505 1st Ave;98121;Seattle;WA;;2023-11-10;19:00;38;176;https://seatgeek.com/billy-wayne-davis-tickets/seattle-washington-here-after-1-2023-11-10-7-pm/concert/6224314
Shallou;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-10;19:00;66;116;https://seatgeek.com/shallou-tickets/seattle-washington-neumos-2023-11-10-7-pm/concert/6224328
Two Lanes;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-10;19:00;94;121;https://seatgeek.com/two-lanes-tickets/seattle-washington-barboza-2023-11-10-7-pm/concert/6096835
Jonas Brothers;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-10;19:00;86;2731;https://seatgeek.com/jonas-brothers-tickets/seattle-washington-climate-pledge-arena-3-2023-11-10-7-pm/concert/6105183
Allison Russell;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2023-11-10;19:30;60;149;https://seatgeek.com/allison-russell-tickets/bremerton-washington-admiral-theatre-2023-11-10-7-30-pm/concert/6114702
Zach Nugent;McMenamins Elks Temple;565 Broadway;98402;Tacoma;WA;;2023-11-10;20:00;56;80;https://seatgeek.com/zach-nugent-tickets/tacoma-washington-mcmenamins-elks-temple-2023-11-10-8-pm/concert/6185527
A Giant Dog;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-10;20:00;56;105;https://seatgeek.com/a-giant-dog-tickets/seattle-washington-el-corazon-2023-11-10-8-pm/concert/6230896
Disco Lines (18+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-10;20:00;55;145;https://seatgeek.com/disco-lines-tickets/seattle-washington-the-showbox-2023-11-10-8-pm/concert/6119050
Pigeons Playing Ping Pong with Dogs In A Pile;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-10;20:00;49;242;https://seatgeek.com/pigeons-playing-ping-pong-tickets/seattle-washington-neptune-theatre-wa-2023-11-10-8-pm/concert/6057224
Story Of The Year;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-10;20:30;67;311;https://seatgeek.com/story-of-the-year-tickets/seattle-washington-showbox-sodo-2023-11-10-8-30-pm/concert/6118518
Matroda (21+);Supernova Seattle;110 South Horton Street;98134;Seattle;WA;;2023-11-10;21:00;61;112;https://seatgeek.com/matroda-tickets/seattle-washington-supernova-seattle-2023-11-10-9-pm/concert/6171889
Jeffrey Martin (21+);Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;;2023-11-10;21:00;52;72;https://seatgeek.com/jeffrey-martin-tickets/seattle-washington-tractor-tavern-2023-11-10-9-pm/concert/6256989
Demetri Martin;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-11;19:00;57;175;https://seatgeek.com/demetri-martin-tickets/seattle-washington-moore-theatre-2023-11-11-7-pm/concert/5990692
The Infamous Stringdusters with Cris Jacobs;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-11;19:00;51;153;https://seatgeek.com/the-infamous-stringdusters-tickets/seattle-washington-neptune-theatre-wa-2023-11-11-7-pm/concert/6138430
This Wild Life with Broadside;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-11;19:00;81;178;https://seatgeek.com/this-wild-life-tickets/seattle-washington-el-corazon-2023-11-11-7-pm/concert/6159414
Del Water Gap with Kristiane;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-11;20:00;71;164;https://seatgeek.com/del-water-gap-tickets/seattle-washington-the-crocodile-2-2023-11-11-8-pm/concert/6087028
Walker & Royce;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-11;20:00;56;133;https://seatgeek.com/walker-royce-tickets/seattle-washington-showbox-sodo-2023-11-11-8-pm/concert/6255055
Jessica Audiffred;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-11;20:00;64;124;https://seatgeek.com/jessica-audiffred-tickets/seattle-washington-neumos-2023-11-11-8-pm/concert/6114232
Stokley Williams;Emerald Queen Casino;2102 Alexander Ave;98404;Tacoma;WA;;2023-11-11;20:30;49;376;https://seatgeek.com/stokley-williams-1-tickets/tacoma-washington-emerald-queen-casino-2023-11-11-8-30-pm/concert/6165273
Chappell Roan;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-11;21:00;147;497;https://seatgeek.com/chappell-roan-tickets/seattle-washington-the-showbox-2023-11-11-9-pm/concert/6172357
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-11;21:00;17;158;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-11-11-9-pm/concert/6168715
Demetri Martin;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-11;21:30;95;377;https://seatgeek.com/demetri-martin-tickets/seattle-washington-moore-theatre-2023-11-11-9-30-pm/concert/6014802
Charlotte Cardin;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-12;19:00;42;184;https://seatgeek.com/charlotte-cardin-tickets/seattle-washington-neumos-2023-11-12-7-pm/concert/6093902
Aidan Bissett;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-12;19:00;33;147;https://seatgeek.com/aidan-bissett-tickets/seattle-washington-barboza-2023-11-12-7-pm/concert/6096837
Watchhouse;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-12;20:00;84;154;https://seatgeek.com/watchhouse-tickets/seattle-washington-the-crocodile-2-2023-11-12-8-pm/concert/6255672
Aqua;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-11-12;20:00;97;1096;https://seatgeek.com/aqua-tickets/seattle-washington-paramount-theatre-wa-2023-11-12-8-pm/concert/6149774
MONOWHALES (21+);Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-13;18:30;45;116;https://seatgeek.com/monowhales-tickets/seattle-washington-barboza-2023-11-13-6-30-pm/concert/6255979
Royal & The Serpent;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-13;20:00;45;166;https://seatgeek.com/royal-the-serpent-tickets/seattle-washington-the-crocodile-2-2023-11-13-8-pm/concert/6255675
The Linda Lindas;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-13;20:00;42;524;https://seatgeek.com/the-linda-lindas-tickets/seattle-washington-the-showbox-2023-11-13-8-pm/concert/6118862
Tyla Yaweh;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-13;20:00;58;543;https://seatgeek.com/tyla-yaweh-tickets/seattle-washington-neumos-2023-11-13-8-pm/concert/6256391
