event_title;venue_title;address;zip_code;city;state;phone_number;date;time;lowest_price;highest_price;source_url
Plaid;Barboza;925 East Pike Street;98122;Seattle;WA;;2024-01-13;19:00;54;66;https://seatgeek.com/plaid-tickets/seattle-washington-barboza-2024-01-13-7-pm/concert/6096844
Odie Leigh;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-01-13;19:00;50;545;https://seatgeek.com/odie-leigh-tickets/seattle-washington-neumos-2024-01-13-7-pm/concert/6242147
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-13;21:45;108;190;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-13-9-45-pm/concert/6190124
Dinosaur Jr.;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-01-17;20:00;83;521;https://seatgeek.com/dinosaur-jr-tickets/seattle-washington-neptune-theatre-wa-2024-01-17-8-pm/concert/6202635
Dinosaur Jr.;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-01-18;20:00;84;491;https://seatgeek.com/dinosaur-jr-tickets/seattle-washington-neptune-theatre-wa-2024-01-18-8-pm/concert/6202636
Pink Martini;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2024-01-19;19:30;64;165;https://seatgeek.com/pink-martini-tickets/bremerton-washington-admiral-theatre-2024-01-19-7-30-pm/concert/6185481
Parker McCollum with Larry Fleet;Angel of the Winds Arena;2000 Hewitt Ave;98201;Everett;WA;;2024-01-19;19:30;44;1090;https://seatgeek.com/parker-mccollum-tickets/everett-washington-angel-of-the-winds-arena-2024-01-19-7-30-pm/concert/6234238
Mannheim Steamroller Christmas - Seattle;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-11-25;20:00;64;1096;https://seatgeek.com/mannheim-steamroller-tickets/seattle-washington-paramount-theatre-wa-2023-11-25-8-pm/concert/6107199
The Struts;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-25;20:00;60;509;https://seatgeek.com/the-struts-tickets/seattle-washington-moore-theatre-2023-11-25-8-pm/concert/6088197
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-25;21:00;16;163;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-11-25-9-pm/concert/6168709
Depeche Mode;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-26;19:00;89;7269;https://seatgeek.com/depeche-mode-tickets/seattle-washington-climate-pledge-arena-3-2023-11-26-7-pm/concert/5946506
Katatonia;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-26;19:30;72;426;https://seatgeek.com/katatonia-tickets/seattle-washington-neptune-theatre-wa-2023-11-26-7-30-pm/concert/6157657
Dirty Honey;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-26;19:45;51;524;https://seatgeek.com/dirty-honey-tickets/seattle-washington-the-showbox-2023-11-26-7-45-pm/concert/6122287
Worakls;Madame Lou's;2505 1st Ave;98121;Seattle;WA;;2023-11-26;20:30;59;163;https://seatgeek.com/worakls-tickets/seattle-washington-madame-lou-s-2023-11-26-8-30-pm/concert/6224982
Majid Jordan;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-27;20:00;60;491;https://seatgeek.com/majid-jordan-tickets/seattle-washington-showbox-sodo-2023-11-27-8-pm/concert/6214029
Yussef Dayes;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-28;20:00;58;468;https://seatgeek.com/yussef-dayes-tickets/seattle-washington-the-showbox-2023-11-28-8-pm/concert/6172358
Quicksand (21+);Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-29;19:00;62;485;https://seatgeek.com/quicksand-tickets/seattle-washington-neumos-2023-11-29-7-pm/concert/6064931
Living Legends with Brother Ali (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-29;20:00;70;524;https://seatgeek.com/living-legends-tickets/seattle-washington-the-showbox-2023-11-29-8-pm/concert/6146692
Indigo De Souza;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-29;20:00;43;524;https://seatgeek.com/indigo-de-souza-tickets/seattle-washington-neptune-theatre-wa-2023-11-29-8-pm/concert/6176517
Buster Shuffle;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-30;19:00;63;63;https://seatgeek.com/buster-shuffle-tickets/seattle-washington-the-crocodile-2-2023-11-30-7-pm/concert/6124932
Big Wreck (21+);Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-30;19:00;50;524;https://seatgeek.com/big-wreck-tickets/seattle-washington-neumos-2023-11-30-7-pm/concert/6252883
Busty and the Bass (21+);Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-30;19:00;54;140;https://seatgeek.com/busty-and-the-bass-tickets/seattle-washington-barboza-2023-11-30-7-pm/concert/6229559
David Robertson;Benaroya Hall;200 University Street;98101;Seattle;WA;;2023-11-30;19:30;158;1061;https://seatgeek.com/david-robertson-tickets/seattle-washington-benaroya-hall-2023-11-30-7-30-pm/concert/6203634
Suicidal Tendencies (21+);Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-30;20:00;76;619;https://seatgeek.com/suicidal-tendencies-tickets/seattle-washington-showbox-sodo-2023-11-30-8-pm/concert/6172348
Elephant Revival with Joe Purdy;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-30;20:00;64;524;https://seatgeek.com/elephant-revival-tickets/seattle-washington-neptune-theatre-wa-2023-11-30-8-pm/concert/6168463
alt-j;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-01;20:00;138;1130;https://seatgeek.com/alt-j-tickets/seattle-washington-showbox-sodo-2023-12-01-8-pm/concert/6091786
CRi - Christophe Dube (18+);Neumos;925 East Pike Street;98122;Seattle;WA;;2023-12-01;21:00;61;85;https://seatgeek.com/cri-christophe-dube-tickets/seattle-washington-neumos-2023-12-01-9-pm/concert/6230387
For King & Country;Angel of the Winds Arena;2000 Hewitt Ave;98201;Everett;WA;;2023-12-02;19:00;55;2506;https://seatgeek.com/for-king-country-tickets/everett-washington-angel-of-the-winds-arena-2023-12-02-7-pm/concert/6091288
The 1975;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-02;19:30;42;1610;https://seatgeek.com/the-1975-tickets/seattle-washington-climate-pledge-arena-3-2023-12-02-7-30-pm/concert/6055892
Jenny Lewis;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-12-02;20:00;60;814;https://seatgeek.com/jenny-lewis-tickets/seattle-washington-paramount-theatre-wa-2023-12-02-8-pm/concert/6175364
Alt-J (21+);Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-02;20:00;138;1153;https://seatgeek.com/alt-j-tickets/seattle-washington-showbox-sodo-2023-12-02-8-pm/concert/6109416
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-02;21:00;17;165;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-02-9-pm/concert/6168706
David Robertson;Benaroya Hall;200 University Street;98101;Seattle;WA;;2023-12-03;14:00;158;1084;https://seatgeek.com/david-robertson-tickets/seattle-washington-benaroya-hall-2023-12-03-2-pm/concert/6203635
Kidz Bop;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-12-03;16:00;63;812;https://seatgeek.com/kidz-bop-tickets/seattle-washington-paramount-theatre-wa-2023-12-03-4-pm/concert/6174839
Mammoth WVH with Nita Strauss (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-03;19:30;81;468;https://seatgeek.com/mammoth-wvh-tickets/seattle-washington-the-showbox-2023-12-03-7-30-pm/concert/6092031
Alt-J;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-03;20:00;113;263;https://seatgeek.com/alt-j-tickets/seattle-washington-showbox-sodo-2023-12-03-8-pm/concert/6122448
Codeine;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-12-04;19:00;60;155;https://seatgeek.com/codeine-tickets/seattle-washington-barboza-2023-12-04-7-pm/concert/6096843
Hania Rani;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-05;19:30;53;457;https://seatgeek.com/hania-rani-tickets/seattle-washington-neptune-theatre-wa-2023-12-05-7-30-pm/concert/6042888
Audra McDonald;Benaroya Hall;200 University Street;98101;Seattle;WA;;2023-12-05;19:30;157;756;https://seatgeek.com/audra-mcdonald-tickets/seattle-washington-benaroya-hall-2023-12-05-7-30-pm/concert/6128366
Blue Oyster Cult (21+);Muckleshoot Events Center;2402 Auburn Way South;98002;Auburn;WA;;2023-12-05;20:00;99;520;https://seatgeek.com/blue-oyster-cult-tickets/auburn-washington-muckleshoot-events-center-2-2023-12-05-8-pm/concert/6132312
MoneyBagg Yo (Rescheduled from 9/12) (Moved from Showbox SODO);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-05;20:00;116;517;https://seatgeek.com/moneybagg-yo-tickets/seattle-washington-the-showbox-2023-12-05-8-pm/concert/6052587
TV Girl;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-06;20:00;445;853;https://seatgeek.com/tv-girl-tickets/seattle-washington-showbox-sodo-2023-12-06-8-pm/concert/6034150
Beauty School Dropout;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-06;20:00;48;159;https://seatgeek.com/beauty-school-dropout-tickets/seattle-washington-chop-suey-2023-12-06-8-pm/concert/6154182
The Menzingers;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-07;19:30;70;545;https://seatgeek.com/the-menzingers-tickets/seattle-washington-showbox-sodo-2023-12-07-7-30-pm/concert/6129669
Kate Berlant;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-07;19:30;72;130;https://seatgeek.com/kate-berlant-tickets/seattle-washington-neptune-theatre-wa-2023-12-07-7-30-pm/concert/6249827
Eem Triplin;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-07;20:00;34;259;https://seatgeek.com/eem-triplin-tickets/seattle-washington-chop-suey-2023-12-07-8-pm/concert/6222398
K-Love Christmas Tour with Danny Gokey, Natalie Grant and Mac Powell;New Life Church;;98203;Everett;WA;;2023-12-08;19:00;110;110;https://seatgeek.com/k-love-christmas-tour-tickets/everett-washington-new-life-church-27-2023-12-08-7-pm/concert/6098113
Enrique Iglesias, Pitbull and Ricky Martin;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-08;19:00;203;5698;https://seatgeek.com/juno-awards-tickets/seattle-washington-climate-pledge-arena-3-2023-12-08-7-pm/concert/6042456
Hiss Golden Messenger;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-08;20:00;50;451;https://seatgeek.com/hiss-golden-messenger-tickets/seattle-washington-neptune-theatre-wa-2023-12-08-8-pm/concert/6138418
Hot Mulligan;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-08;20:00;81;1164;https://seatgeek.com/hot-mulligan-tickets/seattle-washington-showbox-sodo-2023-12-08-8-pm/concert/6108167
Natalia LaFourcade;WaMu Theater;800 Occidental Avenue South;98134;Seattle;WA;;2023-12-08;20:00;103;1055;https://seatgeek.com/natalia-lafourcade-tickets/seattle-washington-wamu-theater-2023-12-08-8-pm/concert/6130652
Highly Suspect;Showbox Market;;;Seattle;WA;;2023-12-09;20:00;92;486;https://seatgeek.com/highly-suspect-tickets/seattle-washington-showbox-market-2023-12-09-8-pm/concert/6036002
Laszewo;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-12-09;20:00;54;130;https://seatgeek.com/laszewo-tickets/seattle-washington-neumos-2023-12-09-8-pm/concert/6114240
Lil Tjay;WaMu Theater;800 Occidental Avenue South;98134;Seattle;WA;;2023-12-09;20:00;83;1148;https://seatgeek.com/lil-tjay-tickets/seattle-washington-wamu-theater-2023-12-09-8-pm/concert/6092678
Harbour;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-12-09;20:00;45;539;https://seatgeek.com/harbour-tickets/seattle-washington-el-corazon-2023-12-09-8-pm/concert/6187143
Read Southall Band;Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;;2023-12-09;20:30;110;137;https://seatgeek.com/read-southall-band-tickets/seattle-washington-tractor-tavern-2023-12-09-8-30-pm/concert/6184931
CloZee;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-09;21:00;91;467;https://seatgeek.com/clozee-tickets/seattle-washington-showbox-sodo-2023-12-09-9-pm/concert/6031674
Travis Scott;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-08;19:00;53;5804;https://seatgeek.com/travis-scott-tickets/seattle-washington-climate-pledge-arena-3-2023-11-08-7-pm/concert/6159666
Beach Fossils with Turnover;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-08;19:30;55;157;https://seatgeek.com/beach-fossils-tickets/seattle-washington-showbox-sodo-2023-11-08-7-30-pm/concert/6112100
Joan Osborne;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-08;20:00;50;288;https://seatgeek.com/joan-osborne-tickets/seattle-washington-neptune-theatre-wa-2023-11-08-8-pm/concert/6025912
The Hives;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-08;20:00;136;11854;https://seatgeek.com/the-hives-tickets/seattle-washington-neumos-2023-11-08-8-pm/concert/6036023
Free Throw;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-08;20:00;105;105;https://seatgeek.com/free-throw-tickets/seattle-washington-neptune-theatre-wa-2023-11-08-8-pm/concert/6246943
An Exclusive Evening with Jose Gonzalez;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-08;20:00;75;312;https://seatgeek.com/jose-gonzalez-tickets/seattle-washington-moore-theatre-2023-11-08-8-pm/concert/6064844
Barns Courtney;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-08;21:00;52;162;https://seatgeek.com/barns-courtney-tickets/seattle-washington-the-showbox-2023-11-08-9-pm/concert/6106498
Genesis Owusu;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-09;19:00;54;153;https://seatgeek.com/genesis-owusu-tickets/seattle-washington-neumos-2023-11-09-7-pm/concert/6114230
Speedy Ortiz;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-09;19:00;43;116;https://seatgeek.com/speedy-ortiz-tickets/seattle-washington-barboza-2023-11-09-7-pm/concert/6096833
Suicide Silence and Chelsea Grin;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-09;19:00;61;153;https://seatgeek.com/suicide-silence-tickets/seattle-washington-el-corazon-2023-11-09-7-pm/concert/6145208
Brad Mehldau;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-09;19:30;66;340;https://seatgeek.com/brad-mehldau-tickets/seattle-washington-neptune-theatre-wa-2023-11-09-7-30-pm/concert/6062358
Steve Hackett;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-09;19:30;92;652;https://seatgeek.com/steve-hackett-tickets/seattle-washington-moore-theatre-2023-11-09-7-30-pm/concert/5981150
Ms. Lauryn Hill and Fugees;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-09;19:30;72;22305;https://seatgeek.com/ms-lauryn-hill-tickets/seattle-washington-climate-pledge-arena-3-2023-11-09-7-30-pm/concert/6144530
Azizi Gibson;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-09;20:00;55;181;https://seatgeek.com/azizi-gibson-tickets/seattle-washington-chop-suey-2023-11-09-8-pm/concert/6248587
Long Beach Dub Allstars;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-10;18:00;67;145;https://seatgeek.com/long-beach-dub-allstars-tickets/seattle-washington-the-crocodile-2-2023-11-10-6-pm/concert/6255671
Billy Wayne Davis;Here - After;2505 1st Ave;98121;Seattle;WA;;2023-11-10;19:00;38;169;https://seatgeek.com/billy-wayne-davis-tickets/seattle-washington-here-after-1-2023-11-10-7-pm/concert/6224314
Shallou;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-10;19:00;66;116;https://seatgeek.com/shallou-tickets/seattle-washington-neumos-2023-11-10-7-pm/concert/6224328
Two Lanes;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-10;19:00;94;128;https://seatgeek.com/two-lanes-tickets/seattle-washington-barboza-2023-11-10-7-pm/concert/6096835
Jonas Brothers;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-10;19:00;74;2626;https://seatgeek.com/jonas-brothers-tickets/seattle-washington-climate-pledge-arena-3-2023-11-10-7-pm/concert/6105183
Allison Russell;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2023-11-10;19:30;60;145;https://seatgeek.com/allison-russell-tickets/bremerton-washington-admiral-theatre-2023-11-10-7-30-pm/concert/6114702
Zach Nugent;McMenamins Elks Temple;565 Broadway;98402;Tacoma;WA;;2023-11-10;20:00;56;451;https://seatgeek.com/zach-nugent-tickets/tacoma-washington-mcmenamins-elks-temple-2023-11-10-8-pm/concert/6185527
A Giant Dog;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-10;20:00;59;112;https://seatgeek.com/a-giant-dog-tickets/seattle-washington-el-corazon-2023-11-10-8-pm/concert/6230896
Disco Lines (18+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-10;20:00;55;170;https://seatgeek.com/disco-lines-tickets/seattle-washington-the-showbox-2023-11-10-8-pm/concert/6119050
Pigeons Playing Ping Pong with Dogs In A Pile;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-10;20:00;49;232;https://seatgeek.com/pigeons-playing-ping-pong-tickets/seattle-washington-neptune-theatre-wa-2023-11-10-8-pm/concert/6057224
Story Of The Year;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-10;20:30;67;311;https://seatgeek.com/story-of-the-year-tickets/seattle-washington-showbox-sodo-2023-11-10-8-30-pm/concert/6118518
Matroda (21+);Supernova Seattle;110 South Horton Street;98134;Seattle;WA;;2023-11-10;21:00;61;112;https://seatgeek.com/matroda-tickets/seattle-washington-supernova-seattle-2023-11-10-9-pm/concert/6171889
The Infamous Stringdusters with Cris Jacobs;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-11;19:00;51;524;https://seatgeek.com/the-infamous-stringdusters-tickets/seattle-washington-neptune-theatre-wa-2023-11-11-7-pm/concert/6138430
Demetri Martin;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-11;19:00;70;186;https://seatgeek.com/demetri-martin-tickets/seattle-washington-moore-theatre-2023-11-11-7-pm/concert/5990692
This Wild Life with Broadside;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-11;19:00;81;173;https://seatgeek.com/this-wild-life-tickets/seattle-washington-el-corazon-2023-11-11-7-pm/concert/6159414
Del Water Gap with Kristiane;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-11;20:00;73;168;https://seatgeek.com/del-water-gap-tickets/seattle-washington-the-crocodile-2-2023-11-11-8-pm/concert/6087028
Walker & Royce;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-11;20:00;62;132;https://seatgeek.com/walker-royce-tickets/seattle-washington-showbox-sodo-2023-11-11-8-pm/concert/6255055
Jessica Audiffred;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-11;20:00;64;117;https://seatgeek.com/jessica-audiffred-tickets/seattle-washington-neumos-2023-11-11-8-pm/concert/6114232
Stokley Williams;Emerald Queen Casino;2102 Alexander Ave;98404;Tacoma;WA;;2023-11-11;20:30;49;175;https://seatgeek.com/stokley-williams-1-tickets/tacoma-washington-emerald-queen-casino-2023-11-11-8-30-pm/concert/6165273
Chappell Roan;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-11;21:00;162;468;https://seatgeek.com/chappell-roan-tickets/seattle-washington-the-showbox-2023-11-11-9-pm/concert/6172357
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-11;21:00;17;168;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-11-11-9-pm/concert/6168715
Demetri Martin;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-11;21:30;72;472;https://seatgeek.com/demetri-martin-tickets/seattle-washington-moore-theatre-2023-11-11-9-30-pm/concert/6014802
Charlotte Cardin;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-12;19:00;42;178;https://seatgeek.com/charlotte-cardin-tickets/seattle-washington-neumos-2023-11-12-7-pm/concert/6093902
Aidan Bissett;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-12;19:00;34;141;https://seatgeek.com/aidan-bissett-tickets/seattle-washington-barboza-2023-11-12-7-pm/concert/6096837
Watchhouse;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-12;20:00;84;150;https://seatgeek.com/watchhouse-tickets/seattle-washington-the-crocodile-2-2023-11-12-8-pm/concert/6255672
Aqua;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-11-12;20:00;93;1139;https://seatgeek.com/aqua-tickets/seattle-washington-paramount-theatre-wa-2023-11-12-8-pm/concert/6149774
MONOWHALES (21+);Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-13;18:30;45;116;https://seatgeek.com/monowhales-tickets/seattle-washington-barboza-2023-11-13-6-30-pm/concert/6255979
The Linda Lindas;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-13;20:00;38;544;https://seatgeek.com/the-linda-lindas-tickets/seattle-washington-the-showbox-2023-11-13-8-pm/concert/6118862
Royal & The Serpent;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-13;20:00;45;172;https://seatgeek.com/royal-the-serpent-tickets/seattle-washington-the-crocodile-2-2023-11-13-8-pm/concert/6255675
Noname;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-13;20:00;71;557;https://seatgeek.com/noname-tickets/seattle-washington-showbox-sodo-2023-11-13-8-pm/concert/6144980
Royal Blood;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-11-13;20:00;55;1096;https://seatgeek.com/royal-blood-tickets/seattle-washington-paramount-theatre-wa-2023-11-13-8-pm/concert/6039133
Sydney Sprague (21+);Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-14;18:30;42;133;https://seatgeek.com/sydney-sprague-tickets/seattle-washington-barboza-2023-11-14-6-30-pm/concert/6161442
Sun Room;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-14;19:00;48;451;https://seatgeek.com/sun-room-tickets/seattle-washington-neumos-2023-11-14-7-pm/concert/6114234
Fever Ray with CHRISTEENE (21+);Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-14;20:00;62;210;https://seatgeek.com/fever-ray-tickets/seattle-washington-showbox-sodo-2023-11-14-8-pm/concert/6112892
Altin Gun with Pachyman;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-14;20:00;60;132;https://seatgeek.com/altin-gun-tickets/seattle-washington-neptune-theatre-wa-2023-11-14-8-pm/concert/6138419
Liz Phair;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-14;20:00;68;1876;https://seatgeek.com/liz-phair-tickets/seattle-washington-moore-theatre-2023-11-14-8-pm/concert/6027546
Rawayana;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-10-31;19:00;60;152;https://seatgeek.com/rawayana-tickets/seattle-washington-neumos-2023-10-31-7-pm/concert/6114222
Jacquees with Nick LaVelle;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-10-31;20:00;56;205;https://seatgeek.com/jacquees-tickets/seattle-washington-neptune-theatre-wa-2023-10-31-8-pm/concert/6159717
Citizen;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-01;18:30;85;209;https://seatgeek.com/citizen-tickets/seattle-washington-neumos-2023-11-01-6-30-pm/concert/6093628
Rocky Votolato;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-01;19:00;56;95;https://seatgeek.com/rocky-votolato-tickets/seattle-washington-the-crocodile-2-2023-11-01-7-pm/concert/6255666
serpentwithfeet;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-01;19:30;48;254;https://seatgeek.com/serpentwithfeet-tickets/seattle-washington-moore-theatre-2023-11-01-7-30-pm/concert/6063467
Old Dominion;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-01;19:30;56;1300;https://seatgeek.com/old-dominion-tickets/seattle-washington-climate-pledge-arena-3-2023-11-01-7-30-pm/concert/6011873
Exciter;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-01;19:30;109;114;https://seatgeek.com/exciter-tickets/seattle-washington-el-corazon-2023-11-01-7-30-pm/concert/6244657
Henry Rollins;Federal Way Performing Arts Event Center Theater;31510 Pete von Reichbauer Way South;98003;Federal Way;WA;;2023-11-01;20:00;117;117;https://seatgeek.com/henry-rollins-tickets/federal-way-washington-federal-way-performing-arts-event-center-theater-2-2023-11-01-8-pm/concert/6073341
Neil Frances;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-01;20:00;51;209;https://seatgeek.com/neil-frances-tickets/seattle-washington-neptune-theatre-wa-2023-11-01-8-pm/concert/6048391
MIlly;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-02;19:00;43;129;https://seatgeek.com/milly-tickets/seattle-washington-barboza-2023-11-02-7-pm/concert/6096831
Faye Webster;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-02;19:00;193;485;https://seatgeek.com/faye-webster-tickets/seattle-washington-showbox-sodo-2023-11-02-7-pm/concert/6064541
French 79;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-02;19:00;48;135;https://seatgeek.com/french-79-tickets/seattle-washington-neumos-2023-11-02-7-pm/concert/6114224
FRENSHIP (21+);Nectar Lounge;412 North 36th Street;98103;Seattle;WA;;2023-11-02;20:00;35;47;https://seatgeek.com/frenship-tickets/seattle-washington-nectar-lounge-2023-11-02-8-pm/concert/6173166
Don Broco and The Home Team;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-02;20:30;59;160;https://seatgeek.com/don-broco-tickets/seattle-washington-the-showbox-2023-11-02-8-30-pm/concert/6078391
Marc Broussard with Field Guide;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-03;20:00;51;140;https://seatgeek.com/marc-broussard-tickets/seattle-washington-neptune-theatre-wa-2023-11-03-8-pm/concert/6048393
Eric Nam;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-03;20:00;102;228;https://seatgeek.com/eric-nam-tickets/seattle-washington-showbox-sodo-2023-11-03-8-pm/concert/6076738
Becca Mancari (21+);Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-04;10:00;54;132;https://seatgeek.com/becca-mancari-tickets/seattle-washington-barboza-2023-11-04-10-am/concert/6229558
Sammy Johnson;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-04;18:00;64;222;https://seatgeek.com/sammy-johnson-tickets/seattle-washington-the-crocodile-2-2023-11-04-6-pm/concert/6255681
